o_orderkey,o_custkey,o_orderstatus,o_totalprice,o_orderdate,o_orderpriority,o_clerk,o_shippriority,o_comment
3229,111,RF,916.41,1970-08-25,fi,Kzs,1,mr
3230,558,Kj,976.34,1984-12-05,LO,vH B,5,oo
3231,337,dl,915.87,1946-12-25,Fu,NWvVz,1,aE
3232,161,ED,672.92,1976-12-18,xS,jt,4,WR
3233,885,bJ,669.92,1965-05-17,OD,Rl,4,cG
3234,605,kv,704.95,1995-04-14,cb,PjGMqKB,5,JY
3235,621,Ig,534,1948-03-13,ep,AYUtxPAK,1,Jv
3236,25,Qi,520.42,1962-06-22," i",VWzv,5,Yl
3237,857,Xy,330.1,1949-08-09,oK,vEajdZk,3,mI
3238,775,is,618.27,1907-02-20,Lj,zySCYffo,4,Jv
3239,420,Zx,865.98,1966-03-05,OC,hNdD,1,Hg
3240,624,PR,556.3,1916-11-07,SN,GpBvOxCx,2,vC
3241,384,WN,775.46,1902-10-25,Md,SAnAqfzn,3,Pz
3242,11,wJ,686.99,1913-04-10,FJ,GKaExALH,2," T"
3243,576,Af,939.39,1912-04-18,XM,QLWlKwqtQ,5,Ie
3244,1,oB,479.37,1954-08-07,vb,ibWPbNL,4,aQ
3245,189,eE,9.14,1971-03-22,yA,nIBdgg,2,iX
3246,184,so,854.01,1904-04-08,pL,g W,5,Qa
3247,51,kJ,130.42,1971-04-30,pY,tVx,2,iQ
3248,803,zF,806.6,1953-03-11,KI,pG,3,rh
3249,17,"T ",701.95,1909-07-17,wd,paSRhGWn,1,iK
3250,604,Xd,470.86,2011-11-06,Qn,cdgJytRYnq,5,WA
3251,3,pP,844.8,2000-04-04,dY,AaI,4,Pr
3252,857,"I ",249.54,1939-05-06,XA,QGUAOynRQ,4,wi
3253,719,Dg,829.01,1918-04-27,KD,SiAr,5,Zl
3254,189,ud,553.25,2001-02-10,gJ,bsQI,1,TN
3255,985,er,344.72,1991-05-31,sk,JBaOpVigoX,4,lX
3256,130,FV,441.54,1992-01-31,IY,zQPcal,5,SJ
3257,796,qD,212.92,1986-11-29,oT,XKQVnLZ,2,BT
3258,322,LP,681.96,1989-07-21,jL,NiTUrECTo,1,Xb
3259,649,RL,125.63,2013-03-31,co,eAwJzfRZ m,4,Wh
3260,458,Eh,337.34,1923-04-25,yM,EYTY,4,Mo
3261,549,Pu,554.8,1922-02-13,rn,KmUyxxuHs,1,Hb
3262,831,NU,657.51,1972-02-20,Hq,rCooil,2,"y "
3263,491,IN,486.12,1947-03-28,lA,GPHpjuoSwf,3,PO
3264,346,Bc,278.47,1950-09-21,Ww,AI,1,Go
3265,709,wF,134.96,1958-03-25,kb,"KViHlX ",5,fc
3266,630,jY,962.39,1901-11-23,nM,rCp,5,ZT
3267,516,gW,700.62,1973-04-15,SP,TN,1,uQ
3268,862,SK,272.51,1931-10-26,SR,uTolNisdd,4,Wk
3269,68,qr,383.01,1909-07-13,vM,yn,1,Bb
3270,597,"b ",230.02,1974-09-27,eW,RCBe TfwV,3,to
3271,909,Qa,461.13,1906-12-07,kw,bYvra njEG,4,at
3272,863,Dl,387.1,2007-04-20,DO,gjeMoP dnK,3,WA
3273,23,PJ,596.65,1997-05-03,Mp,Cip,4,Hx
3274,861,wO,132.22,2014-07-28,nD,xCPbmOX,5,ui
3275,882,lg,918.37,1902-02-01,kY,hZ,5,nx
3276,241,Qf,93.08,1907-02-09,or,SuiuvTSt,3,ul
3277,972,Dj,927.82,1903-02-16,yA,O Jen,5,vh
3278,115,My,656.29,2009-08-14,TN,gZnZRQ,1,BK
3279,437,At,703.19,1906-03-15,OT,Yjy,1," W"
3280,100,kh,589.62,2004-03-26,OM,WdGfrW,4,rS
3281,752,Zd,840.9,1949-03-09,th,PGMzCr,2,lC
3282,739,yD,655.37,1999-03-23,aN,KOR UKoD,1,ny
3283,194,eB,538.56,1973-01-22,Pa,eetZuTi,2," j"
3284,268,Bm,153.66,1990-09-08,mU,aWmnDOD,2,EB
3285,277,oZ,497.87,1990-03-31,WR,SvrEQyydCH,5,Zi
3286,68,zh,63.28,1992-10-01,Zx,gcuiPgVC,4,Aw
3287,296,lV,488.01,1956-12-03,Xi,wdpjiStf,1,hj
3288,749,zu,47.08,1980-07-12,Gp,vTOiglVS,3,"P "
3289,8,BV,195.05,1922-07-01,SU,mQLeSvG,2,nN
3290,616,rK,506.55,1921-07-01,rZ,NI jutPwH,1,kl
3291,976,jZ,497.05,1995-10-20,oN,aETJ,2,pJ
3292,367,YU,949.52,1900-10-05,XQ,VsmdK,1,bD
3293,689,WB,537.75,2003-11-27,aH,Ojc,1,Kx
3294,506,Jn,764.65,1954-10-15,nk,ojneDKhmmU,4,fs
3295,585,si,524.7,1939-11-20,nl,EBoGLEOHzT,2,AK
3296,13,bu,640.07,1990-09-29,Lp,NlRKS,4,Yu
3297,437,Kj,634.84,1942-03-26,rg,kmwS,2,oa
3298,328,mJ,478.86,1934-08-19,cK,dhQme,3,nI
3299,587," b",226.52,1912-08-11,cs,qgcbJVq,3,Br
3300,407,zE,253.62,1946-12-11,Mi,kZOgMH,2,AI
3301,881,"u ",72.18,2003-01-31,OX,UXLYUa,3,Zz
3302,661,jR,400.17,2005-09-24,rD,yxNnCqorha,4,yH
3303,999,qT,849.15,1909-08-18,Jg,skj,5,Ck
3304,66,RE,71.67,2010-01-10,rO,OUqXk,5,YG
3305,108,eY,308.26,1936-06-21,Db,at,3,GJ
3306,957,Nx,284.2,1978-11-02,Xm,FCIPw,2,sh
3307,395,nJ,893.59,1923-07-08,mV,kX,2,tF
3308,647,DI,728.22,1931-11-11,AZ,WIvyuDkR,3,IC
3309,828,vX,75.05,2007-06-17,UB,F pqlrgAJH,5,Fg
3310,798,SQ,834.69,1999-05-24,ez,JoQUAhHz,3,CR
3311,652,IV,327.31,1926-05-08,aT,rIxeZesw,3,rr
3312,552,gN,171.4,1938-10-26,LL,vcfzkRAFE,1,jl
3313,599,PB,693.96,1937-02-17,fq,VlphLeaGH,5,Rz
3314,459,Jh,550.56,1935-05-06,bK,IqOW,1,Rd
3315,143,DV,633,1923-12-29,EP,IfHJHKD,2,Nj
3316,373,li,365.86,1930-01-23,yF,PVpjOgT,3,jO
3317,837,Ww,19.68,1968-09-11,"X ",Dlx,2,NY
3318,785,rF,239.65,1968-09-02,Sa,VS,1,IE
3319,459,bI,945.78,2006-12-23,Sq,tuLCAjIjZC,2,YZ
3320,157,jz,496.51,1934-06-08,vX,bFlDWlk,3,IV
3321,771,NJ,129.6,1951-10-23,Ns,GiZ,1,oR
3322,151,sb,250.22,2004-08-13,EU,cfOTe,2,Tj
3323,941,Eu,739.49,2015-07-20,cd,JGeoUkJrHC,2,yV
3324,685,Iy,139.37,1933-09-17,Hj,SXafHF,5,Ap
3325,994,oU,410.88,1980-06-30,ET,zOeIxklB,3,BR
3326,420,Ul,657.55,1933-08-21,sy,CvQfXMLG,1,XV
3327,379,qo,83.08,1917-08-24,eC,YB,5,Ic
3328,767,qq,115.5,1988-10-06,en,j hUwg,1,JZ
3329,513,gx,191.21,1997-07-11,cr,yu,3,Tj
3330,235,ie,731.57,2003-01-16,Sb,DhMGgwQr,3,JL
3331,335,MV,81.08,1925-10-05,"D ",uXZAeUP,2,Rw
3332,70,pD,591.89,2008-07-16,lz,JUUNYdDx,1,uw
3333,447,Yv,906.18,1983-06-18,oI,jdlQLf,5,Uu
3334,847,hN,8.17,1976-07-18,RX,ppf,1,sZ
3335,384,jJ,57.15,1952-05-07,kt,qnB,1,CK
3336,400,Mp,184.39,1929-02-25,zt,XWRNdiedqL,2,Ia
3337,894,Mf,526.85,1956-11-13,OA,sYS,4,Bp
3338,669,Tl,943.1,1903-11-22,Ci,bkc,1,ik
3339,61,Vf,145.52,1958-06-09,BN,BvYrKHVpxT,3,qB
3340,603,Tn,285.48,1925-06-11,LO,mnvBnPd,5,Qz
3341,509,WN,500.33,1927-05-28,sQ,Jpxm,5,po
3342,239,Lt,69.41,1981-06-21,Yv,MnIDgNqiRJ,1,UY
3343,471,UN,697.55,2004-05-25,nw,EdJkVEqMmd,4,al
3344,326,uw,573.34,1901-09-21,SH,rQnFcnlWD,3,VE
3345,299,uc,750.15,1951-04-05,sX,inbU,1,Yh
3346,853,mn,666.05,2006-06-25,Rx,Ctboi,5,Uw
3347,81,Do,604.91,1914-07-19,Mx,uLv,2,iM
3348,498,yf,477.37,2005-04-17,YH,kSbwTFm,1,hl
3349,750,MH,632.01,1982-02-26,JR,THKkLIZz,3,IX
3350,972,px,459.44,1947-05-02,VI,sBO RAqSA,2,jA
3351,476,Xw,658.78,1975-07-02,KN,urFAM,5,Zm
3352,848,Vq,194.83,1982-01-25,PV,Gv,4,Db
3353,904,QJ,152.98,1993-03-01,Fc,RYyLe,1,oT
3354,193,dh,632.9,1918-08-30,Hp,JixQN  Kox,4,xi
3355,324,rb,637.48,2018-07-05,hE,dDcdL,1,Jk
3356,755,lB,339.99,2012-10-31,cd,JIKbLjO,3,SF
3357,516,UT,725.98,1961-02-06,vO,TLXZkTa,3,eY
3358,133,xv,732.06,2019-12-12,dz,PXTYU,3,Hf
3359,501,mz,339.4,1931-07-17,Hl,pE,1,au
3360,528,eY,622.52,1985-04-23,Ql,o ez,3,sS
3361,213,Pb,650.69,1903-02-27,UV,gXylfhwzT,2,rM
3362,92,ay,40.01,1957-10-16,oV,Tds,5,jw
3363,906,TX,697.14,1934-07-15,EF,SQzfABQfr,2,vH
3364,41,sc,957.17,2019-12-11,Md,QHRxZRV,1,mw
3365,288,kq,476.75,1909-11-18,kX,dgT,3,oF
3366,508,ZP,935.2,1969-01-24,WB,knp,4,Rs
3367,170,oG,948.45,1921-12-22,"k ",uXVBKhyNgq,5,"J "
3368,973,vV,422.95,1958-01-30,MW,ynHV,4,bp
3369,344,ql,281.64,1945-08-14,Uh,YKy,2,pL
3370,488,cL,123.28,1959-01-28,BM,i Zhk Otfl,3,VC
3371,901,yl,159.78,1987-12-21,Iy,KHIBEaMAA,2,ot
3372,232,sg,470.18,2004-03-11,Zs,HirywSSlvh,4,Ua
3373,890,tQ,461.07,1929-05-18,kR," UrkCC",4,SH
3374,553,OI,811.98,1959-12-12,Mq,hoMpEtVt,1,Nv
3375,203,pf,484.77,1989-11-29,HC,wGHSlIxK,5,rH
3376,507,OK,100.25,1960-10-18,wJ,plUDXY,4,lQ
3377,480,aW,535.85,1954-07-18,PC,tJHGAv,5,QY
3378,202,gr,656.83,1999-09-10,XA,TYxt xMZix,2,xY
3379,746,za,95.23,2006-11-16,mh,"taaW ",2,kB
3380,936,ql,661.38,1900-11-20,qx,xK,4,cS
3381,363,FX,334.87,1920-05-22,Bf,Rt,3,Ok
3382,664,EL,663.03,2002-01-04,xj,eThu,5,"  "
3383,546,xP,378.26,1925-09-10,Pd,qgGRF,3,fb
3384,841,MM,905.01,1916-01-13,FA,Xk,2,JG
3385,536,Rt,810.72,2000-01-15,Be,fURMSOuZ,5," b"
3386,202,Bt,448.42,1975-06-25,Kc,rJQIllDDQh,5,XO
3387,869,SC,540.67,1902-03-19,aj,Yw,4,Tu
3388,641,GV,846.08,1998-05-18,QN,CGSYHOm,4,TW
3389,230,fX,470.42,1950-08-21,Gl,pETG,5,Wj
3390,407,Ar,261.75,1940-01-26,jc,BolnJaB,5,HO
3391,47," F",509.63,1960-10-22,xL,HFLXuXt,4,Rm
3392,799,fJ,572.63,1990-04-10,sJ,CXZwN,3,Uu
3393,456,tm,166.16,1993-12-08,Er,HMjd,4,GI
3394,125,rp,809.01,1959-07-11,Mk,Efa,3,Qg
3395,825,bc,468.85,1957-05-18,dO,pjxUVJ,5,wb
3396,305,gK,59.63,1971-01-25,st,nLnSq,1,Tb
3397,843,aX,163.57,1961-08-23,eL,VYaXklLUox,3,iA
3398,371,Kr,436.91,1966-07-28,bd,fSfnYJCryI,5,XA
3399,391,IJ,676.21,2015-12-07,Jn,pUCECEjvFr,2,ne
3400,377,us,646.54,2007-01-05,nI,QvXyNSF,3,mg
3401,616,aR,362.41,1907-03-16,nA,WdFio,2,XO
3402,539,Cv,775.67,1919-06-14,Sd,bP,4,zb
3403,439,ad,433.26,1906-03-29,PW,llAlErrj,4,tP
3404,933,mX,428.39,1979-11-15,AA," DhFC",1,Od
3405,929,Vt,704.66,1976-02-25,UW,FYcrz,3,TX
3406,667,MM,704.7,1920-11-22,gK,jPFtPOD,4,AY
3407,103,xn,101.84,1963-03-03,Zc,BT,5,DX
3408,440,yd,407.41,1914-03-23,kZ," Z",4,hB
3409,747,fl,600.53,1967-02-25,fP,IkHOZ,3,cM
3410,642,hQ,411.28,1946-09-03,hT,DGK,5,Yc
3411,78,lV,758.46,1993-04-30,ro,tRkaXN,3,Ip
3412,960,Od,626.83,1928-03-25,au,HakaZzyi,1,Fc
3413,410,jS,670.63,1958-10-26,ri,LCLEDpnrDY,4,mr
3414,60,fj,79.96,1943-09-19,ng,MRh FVP,4,Fl
3415,137,vL,834.8,1995-06-12,Sp,"BQ ",4,"n "
3416,17,hl,250.2,1995-02-05,NC,XtpyiGV,3,we
3417,971,Ep,304.9,1909-06-25,"E ",JOmskeur,3,KY
3418,545,vH,814.63,1915-04-10,eb,ILC M,4,Gn
3419,436,sJ,147.06,1978-09-30,PJ,uieTYvQ,5,qg
3420,708,YA,67.78,1985-02-11,pd,Rxzhhv,3,pp
3421,533,if,651.03,1950-03-27,"I ",AerbSoIo,4,jQ
3422,88,nA,294.59,1955-09-30,gR,QxruCpVb,4,NU
3423,362,Gz,800.46,1987-08-13,Am,RxubDWb,5,Fo
3424,969,Op,267.53,1919-07-03,Pv,RHBGiERn,2,ec
3425,24,Fx,646.35,1923-09-11,Lc,TDqwcTcUjo,4,Sg
3426,781,ml,293.97,1912-01-31,mk,dZ,3,EB
3427,230,uq,393.08,1971-11-09,og,tcRk,1,bo
3428,153,tM,946.54,1978-01-30,eD,qXma,4,Dm
3429,747,CA,412.53,1921-07-18,XZ,pZfBtQAgR,4,To
3430,207,aF,890.46,1953-03-30,Px,vfHmIavub,2,Tt
3431,451," x",183.11,1999-07-25,hU,YZxslCNAA,2,Zj
3432,810,VQ,662.04,1994-01-14,be,HeYVblrWj,3,hP
3433,304,Od,427.43,1901-06-06,Qz,WLWvK H,2,Fw
3434,713,xz,573.51,1979-07-19,Kf," dB",1,WY
3435,613,iL,865.23,1939-05-11,IZ,ZU ci,2,Zj
3436,118,aJ,73.58,1921-01-05,Bl,LBzT,1,IC
3437,102,sJ,946.2,1997-04-22,qE,Qmfn,4,Lb
3438,921,CG,113.43,1971-03-08,rd,LXAKPtxi,4,AR
3439,473,bd,613.68,1936-09-11,lY,tY,5,go
3440,696,jY,576.24,1916-08-03,zb,uVa,3,Sp
3441,558,vf,574.12,2003-06-19,Lu,vNNwHfs,5,zB
3442,582,qS,261.58,1943-04-26,eW,WNxSXS,5,pt
3443,284,VG,149.58,1944-05-07,Nu,nPW,5,lG
3444,248,EB,576.81,1982-10-27,id,xFbbQMC,4,hc
3445,845,Yp,524.05,1920-10-27,XM,fgY,5,BC
3446,996,ib,181.01,1905-07-09,HD,FiYto,4,ln
3447,569,Wa,760.01,1908-02-11,vM,shWyzAkmk,2,VR
3448,270,ID,714.68,1991-06-26,GT,QF,4,Re
3449,951,dq,184.59,1937-03-22,gK,emibgMR,1,gH
3450,716,sJ,791.63,1922-06-02,Ov,YiluXoot,4,Wb
3451,873,kZ,856.58,2019-11-28,pC,Ydmm,1,TJ
3452,476,gq,539.04,1927-09-05,Ry,lFEZBOSmsL,2,Tz
3453,955,AP,783.82,1908-01-29,Oe,eWc,2,Ya
3454,592,xx,155.93,1936-10-02,JU,qKH,3," K"
3455,939,"e ",920.83,2005-02-23,fS,xfNF,5,sM
3456,810,oX,427.92,1951-07-15,Vg,yl BHdb,4,ek
3457,604,YS,896.83,1932-08-25,IZ,OSOq,3,qj
3458,325,HI,974.8,1953-11-11,IK,IUsfBD,2,Gp
3459,935,xR,26.85,1975-06-10,"X ",JxbvKr,2,oP
3460,67,Kq,831.76,1985-10-20,ce,BYBe,3,CV
3461,131,"Z ",522.64,2004-11-29,GI,rGrZO k,2,KI
3462,43,Pf,533.99,1950-10-30,lM,um,1,WE
3463,509,Gr,598.32,1974-05-29,vN,SYGxCZDm,3,bn
3464,415,ri,499.16,1961-04-11,eQ,FRYISSuI,2,cr
3465,512,Ew,157.29,2009-09-12,Vl,uucgr,5,wk
3466,331,OJ,697.85,1921-12-10,Um,mQASAEDq,4,sD
3467,109,zO,440.35,1909-07-09,Xp,DC,3,wA
3468,208,kW,476.9,1937-08-26,az," Gnu",4,TB
3469,222,II,554.76,1987-11-06,Ti,rBbmKA,1,JO
3470,571,DF,58.21,1907-03-09,rZ,oT,2,aN
3471,574,Rx,30.36,1965-04-28,ux,On ePtNYcL,2,UI
3472,720,oA,229.67,1917-08-27,MX,scxup,3,Ap
3473,968,mN,69.26,1994-09-16,oS,sFX,3,Xp
3474,683,zK,886.81,1928-08-13,nG,EyJ,1,CI
3475,521,BJ,466.75,1901-10-04,bX,arxojgrj,3,vz
3476,855,iQ,847.11,1951-05-07,mo,Kv HFPhzJD,4,vc
3477,239,Rv,747.91,1924-10-28,yB,TD,5,yM
3478,113,sD,117.67,1935-05-09,ao,kkP,5,eE
3479,158,dT,500.93,1976-08-30,mz,GSbnEn,1,lv
3480,306,OC,241,1909-03-08,Hn,bCm,1,Hp
3481,377,ea,963.87,1960-07-12,Ez,yRNakvdG,3,Sk
3482,223,wM,277.35,1900-08-23,ph,"oj ",5,WM
3483,502,Jb,381.9,1903-12-26,KS,r JJ,1,Jv
3484,37,jI,223.04,1936-01-11,DW,LWJUyM,1,qi
3485,451,ND,789.17,2006-06-10,bB,pRyi,4,lR
3486,436,jK,659.96,1986-08-23,wN," OMz",3,Hx
3487,529,me,337.86,1969-11-03,No,gxPdgA,3,Mp
3488,885,Td,883.67,1941-02-01,gg,FBRBkSdgXa,1,SF
3489,557,cK,815.86,1911-02-22,tf,yPV,5,cM
3490,339,hP,879.37,1947-03-26,ep,rUA,3,dS
3491,478,BQ,498.81,1954-01-01,ar,CXjDFvtmp,3,rT
3492,117,pP,147.12,1930-07-24,Uc,kNJGDRiFS,2,nx
3493,340,Ka,701.55,1928-07-15,UC,rtVjDoxn,1,xY
3494,262,Yw,396.15,1976-02-26,ai,KnPzDZEEYg,1,EJ
3495,862,Ih,887.49,1998-08-18,YA,KxeXyrDNOh,5,NC
3496,386,nV,669.02,2013-06-17,aA,OdU,3,Oy
3497,795,hf,146.34,1999-05-29,GZ," hOZlZWaj",4,eP
3498,58,Ci,412.9,1949-11-09,Rf,qa,4,Wh
3499,308,zm,740.77,1939-01-13,iv,IOyVPmKsiN,5,sj
3500,784,Wb,332.89,1912-02-12,ni,dhLhnr,5,gy
3501,421,LI,402.6,1945-07-02,HE,BPkHxNUcG,5,VQ
3502,854,Xw,413.23,2013-07-28,Pe,YuvlXB,2,OK
3503,998,al,274.56,1998-02-02,NH,mXDOqnD,4,Qc
3504,81,lv,833.27,1936-06-03,DV,hFb,3,ty
3505,523,KK,2.04,1978-12-17,hZ,uG,3,kJ
3506,651,Al,443.46,2017-10-30,Lx,Gcyp,1,if
3507,286,iU,420.39,1960-12-13,CH,aeG,4,sA
3508,163,TU,960.75,1955-03-02,Nz,QMxAKGmko,1,rb
3509,662,HQ,810.78,2019-06-08,EH,VHDreigZ,3,iw
3510,363,Rh,225.53,1963-01-02,SZ,xVYtYoJTL,2,fN
3511,291,"K ",642.29,2019-09-15,ow,FmvAtxGx,1,yR
3512,416,EV,749.02,1930-07-04,Yc,QtqxL,2,DW
3513,37,Yx,415.8,1912-01-16,jD,lW,5,bx
3514,96,ig,111.76,1921-02-06,qz,nAfdwW,4,qk
3515,520,sz,1000.64,1984-06-12,Wg,DBfUxa,1,Iu
3516,657,IM,430.43,1980-05-27,EW,gvjhT,4,qk
3517,398,Cl,365.4,1993-08-07,FV,xAakFTBFnV,5,UM
3518,632,UZ,481.48,1975-01-24,ml,nytIQVHvH,3,Ox
3519,680,Ud,123.21,1989-01-11,Ms,PwVSx,1,ux
3520,466,eL,338.05,2019-03-05,KN,nsX,3,LJ
3521,505,ks,830.59,1961-02-21," c",NxStc,1,Mm
3522,748,vm,131.43,1937-10-12,Ld,Sbxg,5,Rs
3523,274,Kx,572.71,1945-10-27,dE,bS,5,Ab
3524,624,jV,455.09,1999-06-20,jR,GlK,2,Qa
3525,653,yh,388.91,1981-07-10,zd,Lf,1,lO
3526,994,ea,519.5,1963-01-23,HL,iFPEiqkJal,3,Pj
3527,641,kB,801.05,1995-06-20,tp,PTlFCS,2,aL
3528,576,oV,363.74,1977-07-17,AV,VHzO,2,oK
3529,829,CJ,211.37,1973-09-25,mG,EDO,5,TP
3530,463,Dj,312.88,1978-10-22,WO,cdyvcUKDGg,5,mc
3531,328,Bi,547.22,1913-05-14,rb,ILU,2,Tf
3532,679,tP,120.66,1983-11-29,Tn,sveROHjCA,3,qY
3533,732,II,733,2005-06-28,Ui,mSTRCy jwY,4,QE
3534,243,Ta,172.58,1947-03-15,oh,xUHmjeKUFD,5,zb
3535,149,Je,298.43,1936-01-17,oQ,Hwty,1,NO
3536,698,iL,890.92,1914-03-27,tz,bdX,5,rG
3537,469,hm,953.19,1939-04-03,AQ,sPPqncx,3,Pt
3538,743,Dx,839.32,1934-06-27,oL,DgxakJfxTl,4,li
3539,851,xS,184.81,1954-07-06,xQ,PbV,4,YR
3540,490,pX,885.37,1970-09-09,vI,krFfOvums,4,qZ
3541,582,RS,443.5,1992-03-05,Re,hgTGYlBB,2,yv
3542,310,oV,720.63,1946-09-17,Ta,hjDSbK,5,FS
3543,14,xS,527.42,1951-10-22,pF,JFGwoygaKr,4,VV
3544,185,sk,419.02,1915-08-25,jn,oNvL,2,Yr
3545,91,lz,595.85,1999-07-21,Mw,aNz,2,xj
3546,52,wU,107.33,1982-02-08,Nm,BtUEPkaQz,3,hg
3547,382,di,660.35,1952-10-18,zC,YsBraet,3,PZ
3548,477,LC,807.56,1983-10-17,BG,Ggbm,4,SE
3549,791,Mx,251.01,2015-05-18,SL,cvd umD,5,DA
3550,753,Br,897.52,1951-03-06,Wt,wlQwDpWmEL,1,Xt
3551,397,ab,427.11,1981-06-01,na,OIANn,3,"b "
3552,162,gO,772.87,1975-05-18,Xp,"cQIekd ",5,Ez
3553,338,na,168.34,2003-04-04,jb,DVgfy,3,Tm
3554,226,jF,386.97,1981-08-25,bZ,CtY,2,aW
3555,664,qD,937.2,1901-12-09,Hs,USXHTm,1," C"
3556,329,nI,624.89,1910-01-01,Pu,lBbAel,2,Wm
3557,463,cR,190.03,1987-04-15," H",LHVCJX,2,fK
3558,534,pW,873.72,1992-08-06,No,LXop,5,ja
3559,54,yj,342.33,1978-02-22,mJ,cPx,4,tJ
3560,758,SJ,613.67,1992-09-21,Sb,Rz,1,EN
3561,7,kM,951.74,2014-05-21,rd,sCBlYzr,3,CZ
3562,318,mW,35.55,1963-09-28,RF,"zGOa ",2,tj
3563,716,id,186.24,1978-03-02,ZG,cGLNv,5,wq
3564,804,mY,238,1920-04-03,pm,HdaqNDUy,4,aO
3565,904,nq,296.68,1988-07-10,iq,VO,3,bR
3566,146,oe,833.08,1994-01-14,Hc,nOoz,5,pB
3567,916,Aw,461.09,2010-07-10,MG,iKJU,1,Db
3568,89,tY,273.13,1964-07-07,Nm,aqE,2,MW
3569,138,TG,199.69,1976-09-22,"V ",eEdjWI,2,Mb
3570,23,hj,333.71,1940-12-04,bC,ZH,3,kb
3571,480,aA,492.41,1936-02-09,ln,HO,4,TC
3572,354,cO,441.2,1985-04-02,Iv,tIMdCebJFf,1,mO
3573,837,Ou,431.96,1942-10-05,gd,WvZsDeuM,5,ZN
3574,422,fZ,874.95,1943-03-22,sM,CIUggUMQSR,5,YN
3575,483,td,237.28,2008-01-24," F",gI,4,XR
3576,663,Zh,700.84,2015-01-09,TB,XGHd,4,PD
3577,508,MY,940.46,1991-08-02,zn,pAFRz,3,cs
3578,18,WA,975.98,1950-02-15,Za,OVi,1,vD
3579,568,Ax,567.97,1945-01-29,kU,pjVkN,5,Vi
3580,299,jL,772.05,1959-08-02,bB,KGGWZI,3,gN
3581,17,Vy,570.01,1949-01-23,JD,EHrpJt,1,VB
3582,280,cj,183.66,1954-08-25,Eg,PMpcKLl,4,Lw
3583,63,aM,174.48,2003-08-17,VV,FsBamtUCII,1,KX
3584,577,wL,931.46,1917-11-08,DV,qb,1,Bo
3585,917,Pq,741.32,1990-10-29,Id,eZudp,2,kZ
3586,942,Tg,181.4,1992-02-16,Fn,SQK,2,Pv
3587,736,MW,598.83,1965-10-28,kB,qXgTCeR,2,Da
3588,378,bo,699.57,1943-02-01,uT,hRrYBELuH,4,Hq
3589,868,KE,664.03,1983-08-15,MA,IkP,3,HY
3590,650,sb,131.94,2007-11-10,rq,ddGakouMk,4,kG
3591,324,Co,407.3,1941-01-24,Vi,SetfjqAmvT,4,Mi
3592,481,zz,804.63,1957-09-24,ho,azvRiBqoeY,1,FZ
3593,253,ho,277.8,1912-04-13,jR,elWak,1,oo
3594,529,Kw,195.07,1939-06-06,SN,lA,5,pq
3595,289,Jj,904,1900-02-02,yi,gHfFv,2,fd
3596,270,To,798.83,1911-08-24,Wr,LAjoZTC,5,Kd
3597,461,Ke,953.51,1981-08-08,Dv,SR,1,cU
3598,858,sx,724.73,1999-11-04,Fc,vx,5,ru
3599,65,Ie,342.01,1946-10-28,aI,Bz,2,pP
3600,151,sh,64.82,1959-11-13,mu,ZSiFQ,2,or
3601,956,SH,492.97,1965-08-04,Rb,aHC,4," X"
3602,561,OX,1000.37,1903-02-26,ps,nnANdvYof,4,AI
3603,388,Wl,55.91,1967-02-22,Ao,MoE,2,mX
3604,730,Xj,38.94,1929-12-26,tD,EYXl,3,ST
3605,8,wc,158.83,1914-10-22,ID,dEuoKR,5,JR
3606,2,it,449.06,1969-03-16,Ka,eyBwS,5,wx
3607,306,Mh,720.73,2006-12-27,"d ",dOKAqC,2,CV
3608,511,NE,87.83,1990-07-27,oZ,mqFxF,5,rV
3609,225,gn,523.62,1999-09-27,BQ," R",4,ZW
3610,179,nz,829.59,1935-07-10,fy,SEDYCkV,4,oz
3611,346,pV,388.56,1969-12-14,Yb,hnzmW,4,ww
3612,621,mf,305.32,1941-02-26,us,zYc,3,up
3613,649,yQ,882.79,1973-02-07,sj,pttzfML,3,ZS
3614,379,an,928.65,1943-07-12,Kv,tUTGLFmtdl,3,Pb
3615,891,Jv,682.32,1931-11-19,JU,hKaMcah,4,it
3616,290,Ms,930.22,1998-08-25,fn,gm,5,Td
3617,904,dG,637.71,1901-08-31,nB,TkOvN,3,TO
3618,634,aK,301.95,1971-08-16,VK,esBUgqBm,4,xb
3619,107,mr,727.16,1925-06-04,zs,FA,4,So
3620,582,Zd,951.89,1983-06-13," r",wWVU vG,3,Ae
3621,423,bv,504.06,1985-09-07,hP,HCW FxPB,2,Dm
3622,539,FO,27.06,1941-04-28,TB,rBCCfrS,2,"l "
3623,193,fJ,942.4,2007-11-24,wn,GOMQsSG,3,ux
3624,677,Bu,177.18,1942-04-21,CM,KgLoU,1,vV
3625,938,yz,753.53,1983-02-27,Rl,idM,2,mE
3626,696,nf,291.39,1946-01-18,IQ,gXeRO,1,CC
3627,757,rE,943.56,1985-03-16,eI,aDW,2,ht
3628,193,Xz,111.56,1939-08-07,Rf,sddSQgwL,5,Tm
3629,190,zD,816.32,1930-12-12,Ww,GW,5,vH
3630,192,yv,334.28,1912-05-11,NC,erJPcQ,3,Qg
3631,649,Rg,855.39,1938-10-14,KU,HON,4,ud
3632,725,RU,795.33,1977-07-27,Zn,pXHwUiQdEx,5,"x "
3633,232,xT,856.69,1909-09-28,Wq,mGCTWsErh,4,YU
